internal_id,name,rarity,types,serie_id,serie_name,set_id,set_name,release_date
28,Dragonair δ,Uncommon,['Grass'],ex,EX,ex15,Dragon Frontiers,2006-11-08
29,Electabuzz δ,Uncommon,['Fighting'],ex,EX,ex15,Dragon Frontiers,2006-11-08
30,Flaaffy δ,Uncommon,['Colorless'],ex,EX,ex15,Dragon Frontiers,2006-11-08
31,Horsea δ,Uncommon,['Fighting'],ex,EX,ex15,Dragon Frontiers,2006-11-08
32,Kirlia,Uncommon,['Psychic'],ex,EX,ex15,Dragon Frontiers,2006-11-08
33,Kirlia δ,Uncommon,['Fire'],ex,EX,ex15,Dragon Frontiers,2006-11-08
34,Nidorina δ,Uncommon,['Metal'],ex,EX,ex15,Dragon Frontiers,2006-11-08
35,Nidorino δ,Uncommon,['Darkness'],ex,EX,ex15,Dragon Frontiers,2006-11-08
36,Quilava δ,Uncommon,['Psychic'],ex,EX,ex15,Dragon Frontiers,2006-11-08
37,Seadra δ,Uncommon,['Fighting'],ex,EX,ex15,Dragon Frontiers,2006-11-08
38,Shelgon δ,Uncommon,['Water'],ex,EX,ex15,Dragon Frontiers,2006-11-08
39,Smeargle δ,Uncommon,['Psychic'],ex,EX,ex15,Dragon Frontiers,2006-11-08
40,Swellow δ,Uncommon,['Fire'],ex,EX,ex15,Dragon Frontiers,2006-11-08
41,Togepi δ,Uncommon,['Water'],ex,EX,ex15,Dragon Frontiers,2006-11-08
42,Vibrava δ,Uncommon,['Psychic'],ex,EX,ex15,Dragon Frontiers,2006-11-08
43,Bagon δ,Common,['Water'],ex,EX,ex15,Dragon Frontiers,2006-11-08
44,Chikorita δ,Common,['Fighting'],ex,EX,ex15,Dragon Frontiers,2006-11-08
45,Cyndaquil δ,Common,['Psychic'],ex,EX,ex15,Dragon Frontiers,2006-11-08
46,Dratini δ,Common,['Grass'],ex,EX,ex15,Dragon Frontiers,2006-11-08
47,Ekans δ,Common,['Fire'],ex,EX,ex15,Dragon Frontiers,2006-11-08
48,Elekid δ,Common,['Fighting'],ex,EX,ex15,Dragon Frontiers,2006-11-08
49,Feebas δ,Common,['Fire'],ex,EX,ex15,Dragon Frontiers,2006-11-08
50,Horsea δ,Common,['Fighting'],ex,EX,ex15,Dragon Frontiers,2006-11-08
51,Larvitar,Common,['Fighting'],ex,EX,ex15,Dragon Frontiers,2006-11-08
52,Larvitar δ,Common,['Lightning'],ex,EX,ex15,Dragon Frontiers,2006-11-08
53,Ledyba δ,Common,['Metal'],ex,EX,ex15,Dragon Frontiers,2006-11-08
54,Mareep δ,Common,['Colorless'],ex,EX,ex15,Dragon Frontiers,2006-11-08
55,Natu δ,Common,['Darkness'],ex,EX,ex15,Dragon Frontiers,2006-11-08
56,Nidoran♀ δ,Common,['Metal'],ex,EX,ex15,Dragon Frontiers,2006-11-08
57,Nidoran♂ δ,Common,['Darkness'],ex,EX,ex15,Dragon Frontiers,2006-11-08
58,Pupitar,Common,['Fighting'],ex,EX,ex15,Dragon Frontiers,2006-11-08
59,Pupitar δ,Common,['Lightning'],ex,EX,ex15,Dragon Frontiers,2006-11-08
60,Ralts,Common,['Psychic'],ex,EX,ex15,Dragon Frontiers,2006-11-08
61,Ralts δ,Common,['Fire'],ex,EX,ex15,Dragon Frontiers,2006-11-08
62,Seel δ,Common,['Colorless'],ex,EX,ex15,Dragon Frontiers,2006-11-08
63,Shellder δ,Common,['Fighting'],ex,EX,ex15,Dragon Frontiers,2006-11-08
64,Smoochum δ,Common,['Fire'],ex,EX,ex15,Dragon Frontiers,2006-11-08
65,Swablu δ,Common,['Water'],ex,EX,ex15,Dragon Frontiers,2006-11-08
66,Taillow δ,Common,['Fire'],ex,EX,ex15,Dragon Frontiers,2006-11-08
67,Totodile δ,Common,['Lightning'],ex,EX,ex15,Dragon Frontiers,2006-11-08
68,Trapinch δ,Common,['Psychic'],ex,EX,ex15,Dragon Frontiers,2006-11-08
69,Trapinch δ,Common,['Psychic'],ex,EX,ex15,Dragon Frontiers,2006-11-08
70,Vulpix δ,Common,['Psychic'],ex,EX,ex15,Dragon Frontiers,2006-11-08
71,Wooper δ,Common,['Grass'],ex,EX,ex15,Dragon Frontiers,2006-11-08
90,Altaria ex δ,Rare,['Water'],ex,EX,ex15,Dragon Frontiers,2006-11-08
91,Dragonite ex δ,Rare,['Grass'],ex,EX,ex15,Dragon Frontiers,2006-11-08
92,Flygon ex δ,Rare,['Psychic'],ex,EX,ex15,Dragon Frontiers,2006-11-08
93,Gardevoir ex δ,Rare,['Fire'],ex,EX,ex15,Dragon Frontiers,2006-11-08
94,Kingdra ex δ,Rare,['Fighting'],ex,EX,ex15,Dragon Frontiers,2006-11-08
95,Latias ex δ,Rare,['Fire'],ex,EX,ex15,Dragon Frontiers,2006-11-08
96,Latios ex δ,Rare,['Water'],ex,EX,ex15,Dragon Frontiers,2006-11-08
97,Rayquaza ex δ,Rare,['Lightning'],ex,EX,ex15,Dragon Frontiers,2006-11-08
98,Salamence ex δ,Rare,['Water'],ex,EX,ex15,Dragon Frontiers,2006-11-08
99,Tyranitar ex δ,Rare,['Lightning'],ex,EX,ex15,Dragon Frontiers,2006-11-08
100,Charizard Star δ,Rare,['Darkness'],ex,EX,ex15,Dragon Frontiers,2006-11-08
101,Mew Star δ,Rare,['Water'],ex,EX,ex15,Dragon Frontiers,2006-11-08
1,Aggron,Rare,['Metal'],ex,EX,ex16,Power Keepers,2007-02-17
2,Altaria,Rare,['Colorless'],ex,EX,ex16,Power Keepers,2007-02-17
3,Armaldo,Rare,['Fighting'],ex,EX,ex16,Power Keepers,2007-02-17
4,Banette,Rare,['Psychic'],ex,EX,ex16,Power Keepers,2007-02-17
5,Blaziken,Rare,['Fire'],ex,EX,ex16,Power Keepers,2007-02-17
6,Charizard,Rare,['Fire'],ex,EX,ex16,Power Keepers,2007-02-17
7,Cradily,Rare,['Grass'],ex,EX,ex16,Power Keepers,2007-02-17
8,Delcatty,Rare,['Colorless'],ex,EX,ex16,Power Keepers,2007-02-17
9,Gardevoir,Rare,['Psychic'],ex,EX,ex16,Power Keepers,2007-02-17
10,Kabutops,Rare,['Fighting'],ex,EX,ex16,Power Keepers,2007-02-17
11,Machamp,Rare,['Fighting'],ex,EX,ex16,Power Keepers,2007-02-17
12,Raichu,Rare,['Lightning'],ex,EX,ex16,Power Keepers,2007-02-17
13,Slaking,Rare,['Colorless'],ex,EX,ex16,Power Keepers,2007-02-17
14,Dusclops,Rare,['Psychic'],ex,EX,ex16,Power Keepers,2007-02-17
15,Lanturn,Rare,['Lightning'],ex,EX,ex16,Power Keepers,2007-02-17
16,Magneton,Rare,['Lightning'],ex,EX,ex16,Power Keepers,2007-02-17
17,Mawile,Rare,['Metal'],ex,EX,ex16,Power Keepers,2007-02-17
18,Mightyena,Rare,['Darkness'],ex,EX,ex16,Power Keepers,2007-02-17
19,Ninetales,Rare,['Fire'],ex,EX,ex16,Power Keepers,2007-02-17
20,Omastar,Rare,['Water'],ex,EX,ex16,Power Keepers,2007-02-17
21,Pichu,Rare,['Lightning'],ex,EX,ex16,Power Keepers,2007-02-17
22,Sableye,Rare,['Psychic'],ex,EX,ex16,Power Keepers,2007-02-17
23,Seviper,Rare,['Grass'],ex,EX,ex16,Power Keepers,2007-02-17
24,Wobbuffet,Rare,['Psychic'],ex,EX,ex16,Power Keepers,2007-02-17
25,Zangoose,Rare,['Colorless'],ex,EX,ex16,Power Keepers,2007-02-17
26,Anorith,Uncommon,['Fighting'],ex,EX,ex16,Power Keepers,2007-02-17
27,Cacturne,Uncommon,['Darkness'],ex,EX,ex16,Power Keepers,2007-02-17
28,Charmeleon,Uncommon,['Fire'],ex,EX,ex16,Power Keepers,2007-02-17
29,Combusken,Uncommon,['Fire'],ex,EX,ex16,Power Keepers,2007-02-17
30,Glalie,Uncommon,['Water'],ex,EX,ex16,Power Keepers,2007-02-17
31,Kirlia,Uncommon,['Psychic'],ex,EX,ex16,Power Keepers,2007-02-17
32,Lairon,Uncommon,['Metal'],ex,EX,ex16,Power Keepers,2007-02-17
33,Machoke,Uncommon,['Fighting'],ex,EX,ex16,Power Keepers,2007-02-17
34,Medicham,Uncommon,['Fighting'],ex,EX,ex16,Power Keepers,2007-02-17
35,Metang,Uncommon,['Metal'],ex,EX,ex16,Power Keepers,2007-02-17
36,Nuzleaf,Uncommon,['Darkness'],ex,EX,ex16,Power Keepers,2007-02-17
37,Sealeo,Uncommon,['Water'],ex,EX,ex16,Power Keepers,2007-02-17
38,Sharpedo,Uncommon,['Darkness'],ex,EX,ex16,Power Keepers,2007-02-17
39,Shelgon,Uncommon,['Colorless'],ex,EX,ex16,Power Keepers,2007-02-17
40,Vibrava,Uncommon,['Colorless'],ex,EX,ex16,Power Keepers,2007-02-17
41,Vigoroth,Uncommon,['Colorless'],ex,EX,ex16,Power Keepers,2007-02-17
42,Aron,Common,['Metal'],ex,EX,ex16,Power Keepers,2007-02-17
43,Bagon,Common,['Colorless'],ex,EX,ex16,Power Keepers,2007-02-17
44,Baltoy,Common,['Psychic'],ex,EX,ex16,Power Keepers,2007-02-17
45,Beldum,Common,['Metal'],ex,EX,ex16,Power Keepers,2007-02-17
46,Cacnea,Common,['Grass'],ex,EX,ex16,Power Keepers,2007-02-17
47,Carvanha,Common,['Darkness'],ex,EX,ex16,Power Keepers,2007-02-17
48,Charmander,Common,['Fire'],ex,EX,ex16,Power Keepers,2007-02-17
49,Chinchou,Common,['Lightning'],ex,EX,ex16,Power Keepers,2007-02-17
50,Duskull,Common,['Psychic'],ex,EX,ex16,Power Keepers,2007-02-17
51,Kabuto,Common,['Fighting'],ex,EX,ex16,Power Keepers,2007-02-17
52,Lileep,Common,['Grass'],ex,EX,ex16,Power Keepers,2007-02-17
53,Machop,Common,['Fighting'],ex,EX,ex16,Power Keepers,2007-02-17
54,Magnemite,Common,['Lightning'],ex,EX,ex16,Power Keepers,2007-02-17
55,Meditite,Common,['Fighting'],ex,EX,ex16,Power Keepers,2007-02-17
56,Omanyte,Common,['Water'],ex,EX,ex16,Power Keepers,2007-02-17
57,Pikachu,Common,['Lightning'],ex,EX,ex16,Power Keepers,2007-02-17
58,Poochyena,Common,['Darkness'],ex,EX,ex16,Power Keepers,2007-02-17
59,Ralts,Common,['Psychic'],ex,EX,ex16,Power Keepers,2007-02-17
60,Seedot,Common,['Grass'],ex,EX,ex16,Power Keepers,2007-02-17
61,Shuppet,Common,['Psychic'],ex,EX,ex16,Power Keepers,2007-02-17
62,Skitty,Common,['Colorless'],ex,EX,ex16,Power Keepers,2007-02-17
63,Slakoth,Common,['Colorless'],ex,EX,ex16,Power Keepers,2007-02-17
64,Snorunt,Common,['Water'],ex,EX,ex16,Power Keepers,2007-02-17
65,Spheal,Common,['Water'],ex,EX,ex16,Power Keepers,2007-02-17
66,Swablu,Common,['Colorless'],ex,EX,ex16,Power Keepers,2007-02-17
67,Torchic,Common,['Fire'],ex,EX,ex16,Power Keepers,2007-02-17
68,Trapinch,Common,['Fighting'],ex,EX,ex16,Power Keepers,2007-02-17
69,Vulpix,Common,['Fire'],ex,EX,ex16,Power Keepers,2007-02-17
70,Wynaut,Common,['Psychic'],ex,EX,ex16,Power Keepers,2007-02-17
92,Absol ex,Rare,['Darkness'],ex,EX,ex16,Power Keepers,2007-02-17
93,Claydol ex,Rare,['Psychic'],ex,EX,ex16,Power Keepers,2007-02-17
94,Flygon ex,Rare,['Colorless'],ex,EX,ex16,Power Keepers,2007-02-17
95,Metagross ex,Rare,['Metal'],ex,EX,ex16,Power Keepers,2007-02-17
96,Salamence ex,Rare,['Colorless'],ex,EX,ex16,Power Keepers,2007-02-17
97,Shiftry ex,Rare,['Darkness'],ex,EX,ex16,Power Keepers,2007-02-17
98,Skarmory ex,Rare,['Metal'],ex,EX,ex16,Power Keepers,2007-02-17
99,Walrein ex,Rare,['Water'],ex,EX,ex16,Power Keepers,2007-02-17
100,Flareon Star,Rare,['Fire'],ex,EX,ex16,Power Keepers,2007-02-17
101,Jolteon Star,Rare,['Lightning'],ex,EX,ex16,Power Keepers,2007-02-17
102,Vaporeon Star,Rare,['Water'],ex,EX,ex16,Power Keepers,2007-02-17
1,Armaldo,Rare,['Fighting'],ex,EX,ex2,Sandstorm,2003-09-18
2,Cacturne,Rare,['Grass'],ex,EX,ex2,Sandstorm,2003-09-18
3,Cradily,Rare,['Grass'],ex,EX,ex2,Sandstorm,2003-09-18
4,Dusclops,Rare,['Psychic'],ex,EX,ex2,Sandstorm,2003-09-18
5,Flareon,Rare,['Fire'],ex,EX,ex2,Sandstorm,2003-09-18
6,Jolteon,Rare,['Lightning'],ex,EX,ex2,Sandstorm,2003-09-18
7,Ludicolo,Rare,['Water'],ex,EX,ex2,Sandstorm,2003-09-18
8,Lunatone,Rare,['Psychic'],ex,EX,ex2,Sandstorm,2003-09-18
9,Mawile,Rare,['Metal'],ex,EX,ex2,Sandstorm,2003-09-18
10,Sableye,Rare,['Darkness'],ex,EX,ex2,Sandstorm,2003-09-18
11,Seviper,Rare,['Grass'],ex,EX,ex2,Sandstorm,2003-09-18
12,Shiftry,Rare,['Grass'],ex,EX,ex2,Sandstorm,2003-09-18
13,Solrock,Rare,['Fighting'],ex,EX,ex2,Sandstorm,2003-09-18
14,Zangoose,Rare,['Colorless'],ex,EX,ex2,Sandstorm,2003-09-18
15,Arcanine,Rare,['Fire'],ex,EX,ex2,Sandstorm,2003-09-18
16,Espeon,Rare,['Psychic'],ex,EX,ex2,Sandstorm,2003-09-18
17,Golduck,Rare,['Water'],ex,EX,ex2,Sandstorm,2003-09-18
18,Kecleon,Rare,['Colorless'],ex,EX,ex2,Sandstorm,2003-09-18
19,Omastar,Rare,['Water'],ex,EX,ex2,Sandstorm,2003-09-18
20,Pichu,Rare,['Lightning'],ex,EX,ex2,Sandstorm,2003-09-18
21,Sandslash,Rare,['Fighting'],ex,EX,ex2,Sandstorm,2003-09-18
22,Shiftry,Rare,['Grass'],ex,EX,ex2,Sandstorm,2003-09-18
23,Steelix,Rare,['Metal'],ex,EX,ex2,Sandstorm,2003-09-18
24,Umbreon,Rare,['Darkness'],ex,EX,ex2,Sandstorm,2003-09-18
25,Vaporeon,Rare,['Water'],ex,EX,ex2,Sandstorm,2003-09-18
26,Wobbuffet,Rare,['Psychic'],ex,EX,ex2,Sandstorm,2003-09-18
27,Anorith,Uncommon,['Fighting'],ex,EX,ex2,Sandstorm,2003-09-18
28,Anorith,Uncommon,['Fighting'],ex,EX,ex2,Sandstorm,2003-09-18
29,Arbok,Uncommon,['Grass'],ex,EX,ex2,Sandstorm,2003-09-18
30,Azumarill,Uncommon,['Water'],ex,EX,ex2,Sandstorm,2003-09-18
31,Azurill,Uncommon,['Colorless'],ex,EX,ex2,Sandstorm,2003-09-18
32,Baltoy,Uncommon,['Fighting'],ex,EX,ex2,Sandstorm,2003-09-18
33,Breloom,Uncommon,['Grass'],ex,EX,ex2,Sandstorm,2003-09-18
34,Delcatty,Uncommon,['Colorless'],ex,EX,ex2,Sandstorm,2003-09-18
35,Electabuzz,Uncommon,['Lightning'],ex,EX,ex2,Sandstorm,2003-09-18
36,Elekid,Uncommon,['Lightning'],ex,EX,ex2,Sandstorm,2003-09-18
37,Fearow,Uncommon,['Colorless'],ex,EX,ex2,Sandstorm,2003-09-18
38,Illumise,Uncommon,['Grass'],ex,EX,ex2,Sandstorm,2003-09-18
39,Kabuto,Uncommon,['Water'],ex,EX,ex2,Sandstorm,2003-09-18
40,Kirlia,Uncommon,['Psychic'],ex,EX,ex2,Sandstorm,2003-09-18
41,Lairon,Uncommon,['Metal'],ex,EX,ex2,Sandstorm,2003-09-18
42,Lileep,Uncommon,['Grass'],ex,EX,ex2,Sandstorm,2003-09-18
43,Lileep,Uncommon,['Grass'],ex,EX,ex2,Sandstorm,2003-09-18
44,Linoone,Uncommon,['Colorless'],ex,EX,ex2,Sandstorm,2003-09-18
45,Lombre,Uncommon,['Water'],ex,EX,ex2,Sandstorm,2003-09-18
46,Lombre,Uncommon,['Water'],ex,EX,ex2,Sandstorm,2003-09-18
47,Murkrow,Uncommon,['Darkness'],ex,EX,ex2,Sandstorm,2003-09-18
48,Nuzleaf,Uncommon,['Grass'],ex,EX,ex2,Sandstorm,2003-09-18
49,Nuzleaf,Uncommon,['Grass'],ex,EX,ex2,Sandstorm,2003-09-18
50,Pelipper,Uncommon,['Water'],ex,EX,ex2,Sandstorm,2003-09-18
51,Quilava,Uncommon,['Fire'],ex,EX,ex2,Sandstorm,2003-09-18
52,Vigoroth,Uncommon,['Colorless'],ex,EX,ex2,Sandstorm,2003-09-18
53,Volbeat,Uncommon,['Grass'],ex,EX,ex2,Sandstorm,2003-09-18
54,Wynaut,Uncommon,['Psychic'],ex,EX,ex2,Sandstorm,2003-09-18
55,Xatu,Uncommon,['Psychic'],ex,EX,ex2,Sandstorm,2003-09-18
56,Aron,Common,['Metal'],ex,EX,ex2,Sandstorm,2003-09-18
57,Cacnea,Common,['Grass'],ex,EX,ex2,Sandstorm,2003-09-18
58,Cacnea,Common,['Grass'],ex,EX,ex2,Sandstorm,2003-09-18
59,Cyndaquil,Common,['Fire'],ex,EX,ex2,Sandstorm,2003-09-18
60,Dunsparce,Common,['Colorless'],ex,EX,ex2,Sandstorm,2003-09-18
61,Duskull,Common,['Psychic'],ex,EX,ex2,Sandstorm,2003-09-18
62,Duskull,Common,['Psychic'],ex,EX,ex2,Sandstorm,2003-09-18
63,Eevee,Common,['Colorless'],ex,EX,ex2,Sandstorm,2003-09-18
64,Ekans,Common,['Grass'],ex,EX,ex2,Sandstorm,2003-09-18
65,Growlithe,Common,['Fire'],ex,EX,ex2,Sandstorm,2003-09-18
66,Lotad,Common,['Water'],ex,EX,ex2,Sandstorm,2003-09-18
67,Lotad,Common,['Water'],ex,EX,ex2,Sandstorm,2003-09-18
68,Marill,Common,['Water'],ex,EX,ex2,Sandstorm,2003-09-18
69,Natu,Common,['Psychic'],ex,EX,ex2,Sandstorm,2003-09-18
70,Omanyte,Common,['Water'],ex,EX,ex2,Sandstorm,2003-09-18
71,Onix,Common,['Fighting'],ex,EX,ex2,Sandstorm,2003-09-18
72,Pikachu,Common,['Lightning'],ex,EX,ex2,Sandstorm,2003-09-18
73,Psyduck,Common,['Water'],ex,EX,ex2,Sandstorm,2003-09-18
74,Ralts,Common,['Psychic'],ex,EX,ex2,Sandstorm,2003-09-18
75,Sandshrew,Common,['Fighting'],ex,EX,ex2,Sandstorm,2003-09-18
76,Seedot,Common,['Grass'],ex,EX,ex2,Sandstorm,2003-09-18
77,Seedot,Common,['Grass'],ex,EX,ex2,Sandstorm,2003-09-18
78,Shroomish,Common,['Grass'],ex,EX,ex2,Sandstorm,2003-09-18
79,Skitty,Common,['Colorless'],ex,EX,ex2,Sandstorm,2003-09-18
80,Slakoth,Common,['Colorless'],ex,EX,ex2,Sandstorm,2003-09-18
81,Spearow,Common,['Colorless'],ex,EX,ex2,Sandstorm,2003-09-18
82,Trapinch,Common,['Fighting'],ex,EX,ex2,Sandstorm,2003-09-18
83,Wailmer,Common,['Water'],ex,EX,ex2,Sandstorm,2003-09-18
84,Wingull,Common,['Water'],ex,EX,ex2,Sandstorm,2003-09-18
85,Zigzagoon,Common,['Colorless'],ex,EX,ex2,Sandstorm,2003-09-18
94,Aerodactyl ex,Rare,['Colorless'],ex,EX,ex2,Sandstorm,2003-09-18
95,Aggron ex,Rare,['Metal'],ex,EX,ex2,Sandstorm,2003-09-18
96,Gardevoir ex,Rare,['Psychic'],ex,EX,ex2,Sandstorm,2003-09-18
97,Kabutops ex,Rare,['Water'],ex,EX,ex2,Sandstorm,2003-09-18
98,Raichu ex,Rare,['Lightning'],ex,EX,ex2,Sandstorm,2003-09-18
99,Typhlosion ex,Rare,['Fire'],ex,EX,ex2,Sandstorm,2003-09-18
100,Wailord ex,Rare,['Water'],ex,EX,ex2,Sandstorm,2003-09-18
1,Absol,Rare,['Darkness'],ex,EX,ex3,Dragon,2003-11-24
2,Altaria,Rare,['Colorless'],ex,EX,ex3,Dragon,2003-11-24
3,Crawdaunt,Rare,['Water'],ex,EX,ex3,Dragon,2003-11-24
4,Flygon,Rare,['Colorless'],ex,EX,ex3,Dragon,2003-11-24
5,Golem,Rare,['Fighting'],ex,EX,ex3,Dragon,2003-11-24
6,Grumpig,Rare,['Psychic'],ex,EX,ex3,Dragon,2003-11-24
7,Minun,Rare,['Lightning'],ex,EX,ex3,Dragon,2003-11-24
8,Plusle,Rare,['Lightning'],ex,EX,ex3,Dragon,2003-11-24
9,Roselia,Rare,['Grass'],ex,EX,ex3,Dragon,2003-11-24
10,Salamence,Rare,['Colorless'],ex,EX,ex3,Dragon,2003-11-24
11,Shedinja,Rare,['Grass'],ex,EX,ex3,Dragon,2003-11-24
12,Torkoal,Rare,['Fire'],ex,EX,ex3,Dragon,2003-11-24
13,Crawdaunt,Rare,['Water'],ex,EX,ex3,Dragon,2003-11-24
14,Dragonair,Rare,['Colorless'],ex,EX,ex3,Dragon,2003-11-24
15,Flygon,Rare,['Colorless'],ex,EX,ex3,Dragon,2003-11-24
16,Girafarig,Rare,['Psychic'],ex,EX,ex3,Dragon,2003-11-24
17,Magneton,Rare,['Lightning'],ex,EX,ex3,Dragon,2003-11-24
18,Ninjask,Rare,['Grass'],ex,EX,ex3,Dragon,2003-11-24
19,Salamence,Rare,['Colorless'],ex,EX,ex3,Dragon,2003-11-24
20,Shelgon,Rare,['Colorless'],ex,EX,ex3,Dragon,2003-11-24
21,Skarmory,Rare,['Metal'],ex,EX,ex3,Dragon,2003-11-24
22,Vibrava,Rare,['Colorless'],ex,EX,ex3,Dragon,2003-11-24
23,Bagon,Uncommon,['Colorless'],ex,EX,ex3,Dragon,2003-11-24
24,Camerupt,Uncommon,['Fire'],ex,EX,ex3,Dragon,2003-11-24
25,Combusken,Uncommon,['Fire'],ex,EX,ex3,Dragon,2003-11-24
26,Dratini,Uncommon,['Colorless'],ex,EX,ex3,Dragon,2003-11-24
27,Flaaffy,Uncommon,['Lightning'],ex,EX,ex3,Dragon,2003-11-24
28,Forretress,Uncommon,['Metal'],ex,EX,ex3,Dragon,2003-11-24
29,Graveler,Uncommon,['Fighting'],ex,EX,ex3,Dragon,2003-11-24
30,Graveler,Uncommon,['Fighting'],ex,EX,ex3,Dragon,2003-11-24
31,Grovyle,Uncommon,['Grass'],ex,EX,ex3,Dragon,2003-11-24
32,Gyarados,Uncommon,['Water'],ex,EX,ex3,Dragon,2003-11-24
33,Horsea,Uncommon,['Water'],ex,EX,ex3,Dragon,2003-11-24
34,Houndoom,Uncommon,['Darkness'],ex,EX,ex3,Dragon,2003-11-24
35,Magneton,Uncommon,['Lightning'],ex,EX,ex3,Dragon,2003-11-24
36,Marshtomp,Uncommon,['Water'],ex,EX,ex3,Dragon,2003-11-24
37,Meditite,Uncommon,['Fighting'],ex,EX,ex3,Dragon,2003-11-24
38,Ninjask,Uncommon,['Grass'],ex,EX,ex3,Dragon,2003-11-24
39,Seadra,Uncommon,['Water'],ex,EX,ex3,Dragon,2003-11-24
40,Seadra,Uncommon,['Water'],ex,EX,ex3,Dragon,2003-11-24
41,Shelgon,Uncommon,['Colorless'],ex,EX,ex3,Dragon,2003-11-24
42,Shelgon,Uncommon,['Colorless'],ex,EX,ex3,Dragon,2003-11-24
43,Shuppet,Uncommon,['Psychic'],ex,EX,ex3,Dragon,2003-11-24
44,Snorunt,Uncommon,['Water'],ex,EX,ex3,Dragon,2003-11-24
45,Swellow,Uncommon,['Colorless'],ex,EX,ex3,Dragon,2003-11-24
46,Vibrava,Uncommon,['Colorless'],ex,EX,ex3,Dragon,2003-11-24
47,Vibrava,Uncommon,['Colorless'],ex,EX,ex3,Dragon,2003-11-24
48,Whiscash,Uncommon,['Water'],ex,EX,ex3,Dragon,2003-11-24
49,Bagon,Common,['Colorless'],ex,EX,ex3,Dragon,2003-11-24
50,Bagon,Common,['Colorless'],ex,EX,ex3,Dragon,2003-11-24
51,Barboach,Common,['Water'],ex,EX,ex3,Dragon,2003-11-24
52,Corphish,Common,['Water'],ex,EX,ex3,Dragon,2003-11-24
53,Corphish,Common,['Water'],ex,EX,ex3,Dragon,2003-11-24
54,Corphish,Common,['Water'],ex,EX,ex3,Dragon,2003-11-24
55,Geodude,Common,['Fighting'],ex,EX,ex3,Dragon,2003-11-24
56,Geodude,Common,['Fighting'],ex,EX,ex3,Dragon,2003-11-24
57,Grimer,Common,['Grass'],ex,EX,ex3,Dragon,2003-11-24
58,Horsea,Common,['Water'],ex,EX,ex3,Dragon,2003-11-24
59,Houndour,Common,['Darkness'],ex,EX,ex3,Dragon,2003-11-24
60,Magikarp,Common,['Water'],ex,EX,ex3,Dragon,2003-11-24
61,Magnemite,Common,['Lightning'],ex,EX,ex3,Dragon,2003-11-24
62,Magnemite,Common,['Lightning'],ex,EX,ex3,Dragon,2003-11-24
63,Magnemite,Common,['Lightning'],ex,EX,ex3,Dragon,2003-11-24
64,Mareep,Common,['Lightning'],ex,EX,ex3,Dragon,2003-11-24
65,Mudkip,Common,['Water'],ex,EX,ex3,Dragon,2003-11-24
66,Nincada,Common,['Grass'],ex,EX,ex3,Dragon,2003-11-24
67,Nincada,Common,['Grass'],ex,EX,ex3,Dragon,2003-11-24
68,Nincada,Common,['Grass'],ex,EX,ex3,Dragon,2003-11-24
69,Numel,Common,['Fire'],ex,EX,ex3,Dragon,2003-11-24
70,Numel,Common,['Fire'],ex,EX,ex3,Dragon,2003-11-24
71,Pineco,Common,['Grass'],ex,EX,ex3,Dragon,2003-11-24
72,Slugma,Common,['Fire'],ex,EX,ex3,Dragon,2003-11-24
73,Spoink,Common,['Psychic'],ex,EX,ex3,Dragon,2003-11-24
74,Spoink,Common,['Psychic'],ex,EX,ex3,Dragon,2003-11-24
75,Swablu,Common,['Colorless'],ex,EX,ex3,Dragon,2003-11-24
76,Taillow,Common,['Colorless'],ex,EX,ex3,Dragon,2003-11-24
77,Torchic,Common,['Fire'],ex,EX,ex3,Dragon,2003-11-24
78,Trapinch,Common,['Fighting'],ex,EX,ex3,Dragon,2003-11-24
79,Trapinch,Common,['Fighting'],ex,EX,ex3,Dragon,2003-11-24
80,Treecko,Common,['Grass'],ex,EX,ex3,Dragon,2003-11-24
81,Wurmple,Common,['Grass'],ex,EX,ex3,Dragon,2003-11-24
89,Ampharos ex,Rare,['Lightning'],ex,EX,ex3,Dragon,2003-11-24
90,Dragonite ex,Rare,['Colorless'],ex,EX,ex3,Dragon,2003-11-24
91,Golem ex,Rare,['Fighting'],ex,EX,ex3,Dragon,2003-11-24
92,Kingdra ex,Rare,['Water'],ex,EX,ex3,Dragon,2003-11-24
93,Latias ex,Rare,['Colorless'],ex,EX,ex3,Dragon,2003-11-24
94,Latios ex,Rare,['Colorless'],ex,EX,ex3,Dragon,2003-11-24
95,Magcargo ex,Rare,['Fire'],ex,EX,ex3,Dragon,2003-11-24
96,Muk ex,Rare,['Grass'],ex,EX,ex3,Dragon,2003-11-24
97,Rayquaza ex,Rare,['Colorless'],ex,EX,ex3,Dragon,2003-11-24
98,Charmander,Rare,['Fire'],ex,EX,ex3,Dragon,2003-11-24
99,Charmeleon,Rare,['Fire'],ex,EX,ex3,Dragon,2003-11-24
100,Charizard,Rare,['Fire'],ex,EX,ex3,Dragon,2003-11-24
1,Team Aqua's Cacturne,Rare,"['Grass', 'Darkness']",ex,EX,ex4,Team Magma vs Team Aqua,2004-03-01
2,Team Aqua's Crawdaunt,Rare,"['Water', 'Darkness']",ex,EX,ex4,Team Magma vs Team Aqua,2004-03-01
3,Team Aqua's Kyogre,Rare,"['Water', 'Darkness']",ex,EX,ex4,Team Magma vs Team Aqua,2004-03-01
